stage_of_charge,voltage
0.0,3.2
1.0101010101010102,3.250901646410305
2.0202020202020203,3.3012789713700754
3.0303030303030303,3.350607653428776
4.040404040404041,3.398363371135873
5.050505050505051,3.4440218030408305
6.0606060606060606,3.487058627693114
7.070707070707071,3.5269495236421897
8.080808080808081,3.5631701694375217
9.090909090909092,3.595196243628576
10.101010101010102,3.622503608984918
11.111111111111112,3.644812588349254
12.121212121212121,3.6625698844199017
13.131313131313131,3.6763564963483204
14.141414141414142,3.68675342328597
15.151515151515152,3.69434166438431
16.161616161616163,3.699702218794799
17.171717171717173,3.7034160856688976
18.181818181818183,3.7060642641580652
19.191919191919194,3.708227753413762
20.202020202020204,3.710486686921778
21.212121212121215,3.713237677046236
22.222222222222225,3.7164678762901757
23.232323232323235,3.7201090345538708
24.242424242424242,3.724092901737592
25.252525252525253,3.728351227741612
26.262626262626263,3.7328157624662035
27.272727272727273,3.737418255811637
28.282828282828284,3.7420904576781866
29.292929292929294,3.7467641179661233
30.303030303030305,3.751371299030487
31.313131313131315,3.7558682379674178
32.323232323232325,3.760252149737216
33.333333333333336,3.764524218632971
34.343434343434346,3.768685628947775
35.35353535353536,3.7727375649747175
36.36363636363637,3.776681211006888
37.37373737373738,3.7805177513373778
38.38383838383839,3.784248370259277
39.3939393939394,3.7878742520656754
40.40404040404041,3.791396586297932
41.41414141414142,3.7948167665238337
42.42424242424243,3.7981364513487144
43.43434343434344,3.8013573170908117
44.44444444444445,3.804481040068366
45.45454545454546,3.807509296599616
46.46464646464647,3.8104437630028
47.47474747474748,3.8132861155961564
48.484848484848484,3.8160380306979254
49.494949494949495,3.818701184626346
50.505050505050505,3.8212783426730903
51.515151515151516,3.8237973165188195
52.525252525252526,3.82631096423318
53.535353535353536,3.828873232859255
54.54545454545455,3.831538069440125
55.55555555555556,3.834359421018872
56.56565656565657,3.8373912346385772
57.57575757575758,3.840687457342324
58.58585858585859,3.844302036173192
59.5959595959596,3.848288918174264
60.60606060606061,3.8526989579271955
61.61616161616162,3.8575367376278695
62.62626262626263,3.862771218897969
63.63636363636364,3.8683704470743123
64.64646464646465,3.8743024674937168
65.65656565656566,3.880535325492999
66.66666666666667,3.8870370664089773
67.67676767676768,3.893775735578468
68.68686868686869,3.9007193783382905
69.6969696969697,3.907836040025261
70.70707070707071,3.9150927457258167
71.71717171717172,3.922445987854104
72.72727272727273,3.9298460451127704
73.73737373737374,3.9372431158932097
74.74747474747475,3.944587398586814
75.75757575757576,3.951829091584977
76.76767676767678,3.9589183932790912
77.77777777777779,3.9658055020605505
78.7878787878788,3.972440616320748
79.7979797979798,3.9787739344510764
80.80808080808082,3.9847743536032136
81.81818181818183,3.9905489664540696
82.82828282828284,3.996266805323996
83.83838383838385,4.002097194701475
84.84848484848486,4.008209459074992
85.85858585858587,4.014772922933026
86.86868686868688,4.021956910764059
87.87878787878789,4.029930747056575
88.8888888888889,4.038863756299056
89.89898989898991,4.048925262979987
90.90909090909092,4.060247883040609
91.91919191919193,4.07276568399728
92.92929292929294,4.086345912732356
93.93939393939395,4.100855765773538
94.94949494949496,4.116162439648524
95.95959595959597,4.132133130885014
96.96969696969697,4.148635036010708
97.97979797979798,4.165535351553304
98.98989898989899,4.182701274040502
100.0,4.199999999999999
